"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"OTU2961","Fungi","Blastocladiomycota","Blastocladiomycetes","Blastocladiales","Blastocladiaceae","Allomyces",NA
"OTU2962","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"OTU2963","Fungi","Ascomycota","Pezizomycetes","Pezizales",NA,NA,NA
"OTU2964","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"OTU2965","Viridiplantae","Anthophyta","Eudicotyledonae","Solanales","Solanaceae","Physalis","Physalis philadelphica"
"OTU2966","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae",NA,NA
"OTU2967","Fungi","Ascomycota","Sordariomycetes","Coniochaetales","Coniochaetaceae",NA,NA
"OTU2968","Fungi","Basidiomycota","Tremellomycetes","Tremellales",NA,NA,NA
"OTU2969","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Claroideoglomeraceae","Claroideoglomus","Claroideoglomus etunicatum"
"OTU2970","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU2972","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Stachybotryaceae","Myrothecium","Myrothecium verrucaria"
"OTU2973","",NA,NA,NA,NA,NA,NA
"OTU2974","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU2975","Fungi",NA,NA,NA,NA,NA,NA
"OTU2976","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"OTU2977","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Phaffomycetaceae","Wickerhamomyces","Wickerhamomyces pijperi"
"OTU2978","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"OTU2979","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales",NA,NA,NA
"OTU2980","Fungi","Ascomycota",NA,NA,NA,NA,NA
"OTU2981","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Psathyrella",NA
"OTU2982","Fungi",NA,NA,NA,NA,NA,NA
"OTU2983","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Bolbitiaceae","Agrocybe",NA
"OTU2984","Viridiplantae","Anthophyta","Monocotyledonae","Poales","Poaceae","Eragrostis",NA
"OTU2985","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales",NA,NA,NA
"OTU2986","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"OTU2987","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Stachybotryaceae","Achroiostachys",NA
"OTU2988","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae",NA,NA
"OTU2989","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"OTU2991","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"OTU2992","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"OTU2993","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Metapochonia","Metapochonia bulbillosa"
"OTU2994","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"OTU2995","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"OTU2996","Fungi","Entorrhizomycota","Entorrhizomycetes","Entorrhizales",NA,NA,NA
"OTU2997","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales",NA,NA,NA
"OTU2998","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae",NA,NA
"OTU2999","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma","Trichoderma protrudens"
"OTU3000","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU3001","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Rhodosporidiobolus","Rhodosporidiobolus odoratus"
"OTU3002","Fungi","Olpidiomycota","Olpidiomycetes","Olpidiales","Olpidiaceae","Olpidium",NA
"OTU3003","Fungi","Aphelidiomycota","Aphelidiomycetes",NA,NA,NA,NA
"OTU3004","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae",NA,NA
"OTU3005","Fungi","Basidiomycota","Tremellomycetes","Tremellales",NA,NA,NA
"OTU3007","Fungi","Rozellomycota",NA,NA,NA,NA,NA
"OTU3008","Fungi","Zoopagomycota","Zoopagomycetes","Zoopagales","Piptocephalidaceae","Syncephalis",NA
"OTU3009","Fungi","Basidiomycota","Agaricomycetes","Polyporales",NA,NA,NA
"OTU3010","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium",NA
"OTU3011","Fungi","Ascomycota","Sordariomycetes","Xylariales","Sporocadaceae","Adisciso","Adisciso tricellulare"
"OTU3012","Fungi","Basidiomycota","Agaricomycetes","Agaricales",NA,NA,NA
"OTU3013","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Tulostoma",NA
"OTU3014","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales",NA,NA,NA
"OTU3015","Fungi","Rozellomycota",NA,NA,NA,NA,NA
"OTU3016","Viridiplantae","Anthophyta","Eudicotyledonae","Solanales","Solanaceae","Solanum",NA
"OTU3017","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales",NA,NA,NA
"OTU3018","Fungi","Rozellomycota",NA,NA,NA,NA,NA
"OTU3019","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales",NA,NA,NA
"OTU3020","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Agaricus","Agaricus pseudolutosus"
"OTU3021","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"OTU3022","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"OTU3023","Fungi","Rozellomycota",NA,NA,NA,NA,NA
"OTU3024","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Entrophospora",NA,NA
"OTU3025","Fungi","Ascomycota","Sordariomycetes","Xylariales","Xylariaceae","Biscogniauxia","Biscogniauxia mediterranea"
"OTU3026","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae",NA,NA
"OTU3027","Fungi","Rozellomycota",NA,NA,NA,NA,NA
"OTU3028","Fungi","Chytridiomycota","Rhizophydiomycetes","Rhizophydiales",NA,NA,NA
"OTU3029","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU3030","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae",NA,NA
"OTU3031","Fungi","Basidiomycota","Tremellomycetes","Tremellales",NA,NA,NA
"OTU3032","Fungi","Basidiomycota","Tremellomycetes","Tremellales",NA,NA,NA
"OTU3033","Fungi","Basidiomycota","Agaricomycetes","Sebacinales",NA,NA,NA
"OTU3034","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU3035","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Diversisporaceae","Diversispora",NA
"OTU3036","Fungi","Rozellomycota",NA,NA,NA,NA,NA
"OTU3037","Fungi","Basidiomycota","Agaricomycetes","Sebacinales","Serendipitaceae","Serendipita",NA
"OTU3038","Viridiplantae","Anthophyta","Eudicotyledonae","Myrtales","Combretaceae","Terminalia","Terminalia catappa"
"OTU3039","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","Westerdykella","Westerdykella dispersa"
"OTU3040","Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Podospora","Podospora communis"
"OTU3041","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU3042","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU3043","Fungi","Ascomycota","Sordariomycetes","Microascales","Sphaeronaemella","Sphaeronaemella fimicola",NA
"OTU3044","Viridiplantae","Chlorophyta","Desmococcus","Desmococcus olivaceus",NA,NA,NA
"OTU3045","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Rasamsonia","Rasamsonia emersonii"
"OTU3046","Fungi","Mucoromycota","Endogonomycetes","Endogonales",NA,NA,NA
"OTU3047","Fungi","Ascomycota","Pezizomycetes","Pezizales",NA,NA,NA
"OTU3049","Fungi","Ascomycota",NA,NA,NA,NA,NA
"OTU3050","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"OTU3051","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"OTU3052","Fungi","Rozellomycota",NA,NA,NA,NA,NA
"OTU3053","Fungi","Basidiomycota","Tremellomycetes","Tremellales",NA,NA,NA
"OTU3054","Fungi","Ascomycota","Sordariomycetes","Xylariales","Sporocadaceae","Adisciso","Adisciso tricellulare"
"OTU3055","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU3056","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"OTU3057","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Marasmiaceae","Marasmius","Marasmius apatelius"
"OTU3058","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales",NA,NA,NA
"OTU3059","Fungi","Basidiomycota","Tremellomycetes","Tremellales",NA,NA,NA
"OTU3060","Fungi","Ascomycota","Sordariomycetes","Sordariales",NA,NA,NA
"OTU3061","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU3062","Fungi","Chytridiomycota","Rhizophydiomycetes","Rhizophydiales","Angulomycetaceae","Angulomyces","Angulomyces argentinensis"
"OTU3063","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"OTU3064","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales",NA,NA,NA
"OTU3065","Fungi","Basidiomycota","Agaricomycetes","Cantharellales",NA,NA,NA
"OTU3066","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU3067","Rhodoplantae","Rhodophyta","Florideophyceae","Batrachospermales",NA,NA,NA
"OTU3068","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Phaffomycetaceae","Wickerhamomyces",NA
"OTU3069","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"OTU3070","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU3071","Fungi","Ascomycota","Sordariomycetes","Xylariales",NA,NA,NA
"OTU3072","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae",NA,NA
"OTU3073","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU3074","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales",NA,NA,NA
"OTU3075","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales",NA,NA,NA
"OTU3076","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU3077","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"OTU3078","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales",NA,NA,NA
"OTU3079","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Thermomyces","Thermomyces lanuginosus"
"OTU3080","Fungi","Basidiomycota","Cystobasidiomycetes","Cystobasidiales","Cystobasidiaceae","Cystobasidium","Cystobasidium pinicola"
"OTU3081","Fungi","Basidiomycota","Tremellomycetes","Tremellales",NA,NA,NA
"OTU3082","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Thermomyces","Thermomyces lanuginosus"
"OTU3083","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Mucoraceae","Mucor","Mucor prayagensis"
"OTU3084","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"OTU3085","Viridiplantae","Anthophyta","Monocotyledonae","Poales","Poaceae","Cymbopogon","Cymbopogon citratus"
"OTU3086","Fungi","Rozellomycota",NA,NA,NA,NA,NA
"OTU3087","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales",NA,NA,NA
"OTU3088","Fungi","Ascomycota","Lecanoromycetes","Lecanorales",NA,NA,NA
"OTU3089","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales",NA,NA,NA
"OTU3090","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Cunninghamellaceae","Cunninghamella",NA
"OTU3091","Fungi","Chytridiomycota","Rhizophydiomycetes","Rhizophydiales",NA,NA,NA
"OTU3093","Protista",NA,NA,NA,NA,NA,NA
"OTU3094","Protista",NA,NA,NA,NA,NA,NA
"OTU3095","Fungi","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Apiotrichum",NA
"OTU3096","Fungi","Basidiomycota","Tremellomycetes","Tremellales",NA,NA,NA
"OTU3097","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Marasmiaceae","Marasmius",NA
"OTU3098","Fungi","Basidiomycota","Agaricomycetes","Agaricales",NA,NA,NA
"OTU3099","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Agaricus","Agaricus pilosporus"
"OTU3100","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU3101","Fungi","Basidiomycota","Agaricomycetes","Agaricales",NA,NA,NA
"OTU3102","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"OTU3103","Fungi","Rozellomycota",NA,NA,NA,NA,NA
"OTU3104","Fungi","Rozellomycota",NA,NA,NA,NA,NA
"OTU3105","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"OTU3107","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales",NA,NA,NA
"OTU3108","Fungi","Ascomycota","Sordariomycetes","Xylariales",NA,NA,NA
"OTU3109","Fungi","Glomeromycota","Glomeromycetes","Glomerales",NA,NA,NA
"OTU3110","Ichthyosporia","Ichthyosporea","Dermocystida",NA,NA,NA,NA
"OTU3111","Fungi","Chytridiomycota",NA,NA,NA,NA,NA
"OTU3112","Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Podospora",NA
"OTU3113","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales",NA,NA,NA
"OTU3114","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU3115","Fungi","Olpidiomycota","Olpidiomycetes","Olpidiales","Olpidiaceae","Olpidium","Olpidium brassicae"
"OTU3117","Fungi","Ascomycota","Arthoniomycetes","Arthoniales",NA,NA,NA
"OTU3118","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Entrophospora",NA,NA
"OTU3119","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"OTU3120","Fungi","Ascomycota","Dothideomycetes","Venturiales","Sympoventuriaceae","Scolecobasidium","Scolecobasidium terreum"
"OTU3121","Fungi","Chytridiomycota","Lobulomycetes","Lobulomycetales",NA,NA,NA
"OTU3122","Fungi","Chytridiomycota",NA,NA,NA,NA,NA
"OTU3123","Fungi","Basidiomycota","Tremellomycetes","Tremellales",NA,NA,NA
"OTU3124","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Pluteaceae",NA,NA
"OTU3125","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU3126","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales",NA,NA,NA
"OTU3127","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales",NA,NA,NA
"OTU3128","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU3130","Metazoa","Annelida",NA,NA,NA,NA,NA
"OTU3131","Fungi","Ascomycota","Orbiliomycetes","Orbiliales","Orbiliaceae",NA,NA
"OTU3133","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Scutellinia",NA
"OTU3134","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Phaffomycetaceae","Wickerhamomyces",NA
"OTU3135","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales",NA,NA,NA
"OTU3136","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU3137","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Cladophialophora","Cladophialophora immunda"
"OTU3138","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Torulaspora","Torulaspora delbrueckii"
"OTU3140","Fungi","Ascomycota","Lecanoromycetes","Teloschistales",NA,NA,NA
"OTU3141","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"OTU3142","Fungi","Basidiomycota","Agaricomycetes","Atheliales",NA,NA,NA
"OTU3143","Fungi","Rozellomycota",NA,NA,NA,NA,NA
"OTU3145","Viridiplantae","Anthophyta","Monocotyledonae",NA,NA,NA,NA
"OTU3146","Fungi","Rozellomycota",NA,NA,NA,NA,NA
"OTU3147","Fungi","Basidiomycota","Agaricomycetes","Russulales",NA,NA,NA
"OTU3148","Fungi","Chytridiomycota",NA,NA,NA,NA,NA
"OTU3149","Fungi","Rozellomycota",NA,NA,NA,NA,NA
"OTU3150","Fungi","Basidiomycota","Tremellomycetes","Tremellales",NA,NA,NA
"OTU3151","Fungi",NA,NA,NA,NA,NA,NA
"OTU3152","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Tetrapisispora","Tetrapisispora fleetii"
"OTU3153","Fungi","Glomeromycota","Glomeromycetes","Glomerales",NA,NA,NA
"OTU3154","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales",NA,NA,NA
"OTU3156","Fungi","Chytridiomycota",NA,NA,NA,NA,NA
"OTU3157","Fungi","Kickxellomycota","Kickxellomycetes","Kickxellales",NA,NA,NA
"OTU3158","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Mortierella oligospora"
"OTU3159","Fungi","Blastocladiomycota","Blastocladiomycetes","Blastocladiales","Blastocladiaceae","Allomyces","Allomyces arbusculus"
"OTU3160","Fungi","Rozellomycota",NA,NA,NA,NA,NA
"OTU3163","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae",NA,NA
"OTU3164","Fungi","Basidiomycota","Tremellomycetes","Tremellales",NA,NA,NA
"OTU3165","Fungi","Basidiomycota","Tremellomycetes","Tremellales",NA,NA,NA
"OTU3167","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU3168","Fungi","Basidiomycota","Agaricomycetes","Agaricales",NA,NA,NA
"OTU3169","Fungi","Basidiomycota","Microbotryomycetes",NA,NA,NA,NA
"OTU3170","Fungi","Rozellomycota",NA,NA,NA,NA,NA
"OTU3171","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae",NA,NA
"OTU3172","Fungi","Basidiomycota","Tremellomycetes","Tremellales",NA,NA,NA
"OTU3173","Fungi","Ascomycota","Leotiomycetes","Helotiales",NA,NA,NA
"OTU3174","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Rhizopodaceae","Rhizopus","Rhizopus arrhizus"
"OTU3175","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella",NA
"OTU3176","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"OTU3177","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales",NA,NA,NA
"OTU3178","Fungi",NA,NA,NA,NA,NA,NA
"OTU3179","Fungi","Zoopagomycota","Zoopagomycetes","Zoopagales","Piptocephalidaceae","Syncephalis",NA
"OTU3180","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales",NA,NA,NA
"OTU3181","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Pluteaceae","Volvariella",NA
"OTU3182","Fungi","Ascomycota","Leotiomycetes","Helotiales",NA,NA,NA
"OTU3184","Fungi","Basidiomycota","Agaricomycetes","Agaricales",NA,NA,NA
"OTU3185","Fungi","Ascomycota","Dothideomycetes","Botryosphaeriales","Botryosphaeriaceae","Neofusicoccum","Neofusicoccum parvum"
"OTU3186","Fungi","Blastocladiomycota","Blastocladiomycetes","Blastocladiales","Catenariaceae",NA,NA
"OTU3187","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","Vishniacozyma dimennae"
"OTU3188","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Acaulosporaceae",NA,NA
"OTU3189","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Pichiaceae","Saturnispora",NA
"OTU3190","Fungi","Ascomycota","Eurotiomycetes","Eurotiales",NA,NA,NA
"OTU3191","Fungi","Basidiomycota","Agaricomycetes","Agaricales",NA,NA,NA
"OTU3192","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Rhodotorula","Rhodotorula taiwanensis"
"OTU3193","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Rhodotorula","Rhodotorula kratochvilovae"
"OTU3194","Fungi","Basidiomycota","Pucciniomycetes","Platygloeales","Eocronartiaceae","Eocronartium",NA
"OTU3195","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"OTU3196","Fungi","Aphelidiomycota","Aphelidiomycetes",NA,NA,NA,NA
"OTU3197","Fungi","Basidiomycota","Agaricomycetes","Agaricales",NA,NA,NA
"OTU3198","Fungi","Zoopagomycota","Zoopagomycetes","Zoopagales","Piptocephalidaceae","Syncephalis",NA
"OTU3199","Fungi","Kickxellomycota","Kickxellomycetes","Kickxellales",NA,NA,NA
"OTU3200","Fungi","Mucoromycota","Endogonomycetes","Endogonales",NA,NA,NA
"OTU3201","Fungi","Basidiomycota","Tremellomycetes","Tremellales",NA,NA,NA
"OTU3202","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales",NA,NA,NA
"OTU3203","Fungi","Basidiomycota","Agaricomycetes","Polyporales",NA,NA,NA
"OTU3205","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"OTU3206","Fungi","Rozellomycota",NA,NA,NA,NA,NA
"OTU3207","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU3209","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Rasamsonia","Rasamsonia eburnea"
"OTU3210","Fungi","Kickxellomycota","Kickxellomycetes","Kickxellales","Kickxellaceae","Ramicandelaber","Ramicandelaber longisporus"
"OTU3211","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Ophiocordycipitaceae","Harposporium","Harposporium subuliforme"
"OTU3212","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU3213","Fungi","Chytridiomycota",NA,NA,NA,NA,NA
"OTU3214","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"OTU3215","Fungi","Chytridiomycota","Rhizophlyctidomycetes","Rhizophlyctidales","Rhizophlyctidaceae","Rhizophlyctis",NA
"OTU3216","Metazoa","Annelida",NA,NA,NA,NA,NA
"OTU3217","Fungi","Chytridiomycota",NA,NA,NA,NA,NA
"OTU3218","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Corynesporascaceae","Corynespora","Corynespora cassiicola"
"OTU3219","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae",NA,NA
"OTU3220","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"OTU3221","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae",NA,NA
"OTU3222","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae",NA,NA
"OTU3225","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Stephanosporaceae","Cristinia","Cristinia rhenana"
"OTU3226","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU3227","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"OTU3228","Fungi","Ascomycota","Sordariomycetes","Sordariales","Conlarium",NA,NA
"OTU3229","Fungi",NA,NA,NA,NA,NA,NA
"OTU3230","Fungi","Ascomycota",NA,NA,NA,NA,NA
"OTU3231","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU3232","Fungi","Basidiomycota","Agaricomycetes","Thelephorales",NA,NA,NA
"OTU3233","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Leucoagaricus","Leucoagaricus cupresseus"
"OTU3234","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"OTU3235","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales",NA,NA,NA
"OTU3236","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales",NA,NA,NA
"OTU3237","Fungi","Ascomycota","Leotiomycetes","Helotiales","Myxotrichaceae",NA,NA
"OTU3238","Fungi","Chytridiomycota","Rhizophydiomycetes","Rhizophydiales",NA,NA,NA
"OTU3240","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"OTU3242","Fungi","Chytridiomycota",NA,NA,NA,NA,NA
"OTU3243","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales",NA,NA,NA
